consumable_id,display_name,category,subcategory,item_group,specificity,parent_id,selectable,aliases,default_unit,allowed_units,requires_dosage_confirmation,search_keywords,sort_order,active,implementation_note
food_eggs_omelet,Omelet,Food,Eggs,Egg types and preparations,specific,food_eggs_eggs,TRUE,,piece,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Omelet Food Eggs Egg types and preparations,493,TRUE,
food_eggs_egg_white,Egg white,Food,Eggs,Egg types and preparations,specific,food_eggs_eggs,TRUE,,piece,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Egg white Food Eggs Egg types and preparations,494,TRUE,
food_eggs_egg_yolk,Egg yolk,Food,Eggs,Egg types and preparations,specific,food_eggs_eggs,TRUE,,piece,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Egg yolk Food Eggs Egg types and preparations,495,TRUE,
food_eggs_liquid_egg,Liquid egg,Food,Eggs,Egg types and preparations,specific,food_eggs_eggs,TRUE,,piece,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Liquid egg Food Eggs Egg types and preparations,496,TRUE,
food_eggs_powdered_egg,Powdered egg,Food,Eggs,Egg types and preparations,specific,food_eggs_eggs,TRUE,,piece,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Powdered egg Food Eggs Egg types and preparations,497,TRUE,
food_eggs_century_egg,Century egg,Food,Eggs,Egg types and preparations,specific,food_eggs_eggs,TRUE,,piece,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Century egg Food Eggs Egg types and preparations,498,TRUE,
food_eggs_salted_egg,Salted egg,Food,Eggs,Egg types and preparations,specific,food_eggs_eggs,TRUE,,piece,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Salted egg Food Eggs Egg types and preparations,499,TRUE,
food_meat_meat,Meat,Food,Meat,General,general,,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Meat Food Meat General,500,TRUE,General option remains selectable when the user does not want to choose a specific item.
food_meat_beef,Beef,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Beef Food Meat Beef and veal,501,TRUE,
food_meat_ground_beef,Ground beef,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Ground beef Food Meat Beef and veal,502,TRUE,
food_meat_beef_steak,Beef steak,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Beef steak Food Meat Beef and veal,503,TRUE,
food_meat_ribeye_steak,Ribeye steak,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Ribeye steak Food Meat Beef and veal,504,TRUE,
food_meat_sirloin_steak,Sirloin steak,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Sirloin steak Food Meat Beef and veal,505,TRUE,
food_meat_tenderloin_steak,Tenderloin steak,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Tenderloin steak Food Meat Beef and veal,506,TRUE,
food_meat_t_bone_steak,T-bone steak,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,T-bone steak Food Meat Beef and veal,507,TRUE,
food_meat_flank_steak,Flank steak,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Flank steak Food Meat Beef and veal,508,TRUE,
food_meat_beef_brisket,Beef brisket,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Beef brisket Food Meat Beef and veal,509,TRUE,
food_meat_beef_ribs,Beef ribs,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Beef ribs Food Meat Beef and veal,510,TRUE,
food_meat_beef_burger_patty,Beef burger patty,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Beef burger patty Food Meat Beef and veal,511,TRUE,
food_meat_roast_beef,Roast beef,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Roast beef Food Meat Beef and veal,512,TRUE,
food_meat_beef_kebab,Beef kebab,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Beef kebab Food Meat Beef and veal,513,TRUE,
food_meat_beef_sausage,Beef sausage,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Beef sausage Food Meat Beef and veal,514,TRUE,
food_meat_corned_beef,Corned beef,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Corned beef Food Meat Beef and veal,515,TRUE,
food_meat_beef_jerky,Beef jerky,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Beef jerky Food Meat Beef and veal,516,TRUE,
food_meat_veal,Veal,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Veal Food Meat Beef and veal,517,TRUE,
food_meat_veal_cutlet,Veal cutlet,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Veal cutlet Food Meat Beef and veal,518,TRUE,
food_meat_veal_chop,Veal chop,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Veal chop Food Meat Beef and veal,519,TRUE,
food_meat_beef_liver,Beef liver,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Beef liver Food Meat Beef and veal,520,TRUE,
food_meat_beef_kidney,Beef kidney,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Beef kidney Food Meat Beef and veal,521,TRUE,
food_meat_beef_tongue,Beef tongue,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Beef tongue Food Meat Beef and veal,522,TRUE,
food_meat_beef_heart,Beef heart,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Beef heart Food Meat Beef and veal,523,TRUE,
food_meat_beef_tripe,Beef tripe,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Beef tripe Food Meat Beef and veal,524,TRUE,
food_meat_oxtail,Oxtail,Food,Meat,Beef and veal,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Oxtail Food Meat Beef and veal,525,TRUE,
food_meat_lamb,Lamb,Food,Meat,"Lamb, mutton and goat",specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,"Lamb Food Meat Lamb, mutton and goat",526,TRUE,
food_meat_lamb_chop,Lamb chop,Food,Meat,"Lamb, mutton and goat",specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,"Lamb chop Food Meat Lamb, mutton and goat",527,TRUE,
food_meat_lamb_shank,Lamb shank,Food,Meat,"Lamb, mutton and goat",specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,"Lamb shank Food Meat Lamb, mutton and goat",528,TRUE,
food_meat_ground_lamb,Ground lamb,Food,Meat,"Lamb, mutton and goat",specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,"Ground lamb Food Meat Lamb, mutton and goat",529,TRUE,
food_meat_lamb_kebab,Lamb kebab,Food,Meat,"Lamb, mutton and goat",specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,"Lamb kebab Food Meat Lamb, mutton and goat",530,TRUE,
food_meat_lamb_liver,Lamb liver,Food,Meat,"Lamb, mutton and goat",specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,"Lamb liver Food Meat Lamb, mutton and goat",531,TRUE,
food_meat_mutton,Mutton,Food,Meat,"Lamb, mutton and goat",specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,"Mutton Food Meat Lamb, mutton and goat",532,TRUE,
food_meat_mutton_chop,Mutton chop,Food,Meat,"Lamb, mutton and goat",specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,"Mutton chop Food Meat Lamb, mutton and goat",533,TRUE,
food_meat_ground_mutton,Ground mutton,Food,Meat,"Lamb, mutton and goat",specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,"Ground mutton Food Meat Lamb, mutton and goat",534,TRUE,
food_meat_goat_meat,Goat meat,Food,Meat,"Lamb, mutton and goat",specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,"Goat meat Food Meat Lamb, mutton and goat",535,TRUE,
food_meat_goat_stew,Goat stew,Food,Meat,"Lamb, mutton and goat",specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,"Goat stew Food Meat Lamb, mutton and goat",536,TRUE,
food_meat_goat_liver,Goat liver,Food,Meat,"Lamb, mutton and goat",specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,"Goat liver Food Meat Lamb, mutton and goat",537,TRUE,
food_meat_pork,Pork,Food,Meat,Pork,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Pork Food Meat Pork,538,TRUE,
food_meat_pork_chop,Pork chop,Food,Meat,Pork,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Pork chop Food Meat Pork,539,TRUE,
food_meat_pork_loin,Pork loin,Food,Meat,Pork,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Pork loin Food Meat Pork,540,TRUE,
food_meat_pork_belly,Pork belly,Food,Meat,Pork,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Pork belly Food Meat Pork,541,TRUE,
food_meat_ground_pork,Ground pork,Food,Meat,Pork,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Ground pork Food Meat Pork,542,TRUE,
food_meat_pulled_pork,Pulled pork,Food,Meat,Pork,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Pulled pork Food Meat Pork,543,TRUE,
food_meat_ham,Ham,Food,Meat,Pork,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Ham Food Meat Pork,544,TRUE,
food_meat_bacon,Bacon,Food,Meat,Pork,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Bacon Food Meat Pork,545,TRUE,
food_meat_pork_sausage,Pork sausage,Food,Meat,Pork,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Pork sausage Food Meat Pork,546,TRUE,
food_meat_salami,Salami,Food,Meat,Pork,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Salami Food Meat Pork,547,TRUE,
food_meat_pepperoni,Pepperoni,Food,Meat,Pork,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Pepperoni Food Meat Pork,548,TRUE,
food_meat_prosciutto,Prosciutto,Food,Meat,Pork,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Prosciutto Food Meat Pork,549,TRUE,
food_meat_pancetta,Pancetta,Food,Meat,Pork,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Pancetta Food Meat Pork,550,TRUE,
food_meat_pork_ribs,Pork ribs,Food,Meat,Pork,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Pork ribs Food Meat Pork,551,TRUE,
food_meat_pork_liver,Pork liver,Food,Meat,Pork,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Pork liver Food Meat Pork,552,TRUE,
food_meat_venison,Venison,Food,Meat,Game and other meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Venison Food Meat Game and other meat,553,TRUE,
food_meat_rabbit,Rabbit,Food,Meat,Game and other meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Rabbit Food Meat Game and other meat,554,TRUE,
food_meat_hare,Hare,Food,Meat,Game and other meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Hare Food Meat Game and other meat,555,TRUE,
food_meat_bison,Bison,Food,Meat,Game and other meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Bison Food Meat Game and other meat,556,TRUE,
food_meat_buffalo_meat,Buffalo meat,Food,Meat,Game and other meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Buffalo meat Food Meat Game and other meat,557,TRUE,
food_meat_camel_meat,Camel meat,Food,Meat,Game and other meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Camel meat Food Meat Game and other meat,558,TRUE,
food_meat_horse_meat,Horse meat,Food,Meat,Game and other meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Horse meat Food Meat Game and other meat,559,TRUE,
food_meat_kangaroo_meat,Kangaroo meat,Food,Meat,Game and other meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Kangaroo meat Food Meat Game and other meat,560,TRUE,
food_meat_wild_boar,Wild boar,Food,Meat,Game and other meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Wild boar Food Meat Game and other meat,561,TRUE,
food_meat_elk,Elk,Food,Meat,Game and other meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Elk Food Meat Game and other meat,562,TRUE,
food_meat_moose,Moose,Food,Meat,Game and other meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Moose Food Meat Game and other meat,563,TRUE,
food_meat_ostrich_meat,Ostrich meat,Food,Meat,Game and other meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Ostrich meat Food Meat Game and other meat,564,TRUE,
food_meat_sausage,Sausage,Food,Meat,Processed meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Sausage Food Meat Processed meat,565,TRUE,
food_meat_hot_dog,Hot dog,Food,Meat,Processed meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Hot dog Food Meat Processed meat,566,TRUE,
food_meat_frankfurter,Frankfurter,Food,Meat,Processed meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Frankfurter Food Meat Processed meat,567,TRUE,
food_meat_mortadella,Mortadella,Food,Meat,Processed meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Mortadella Food Meat Processed meat,568,TRUE,
food_meat_bologna,Bologna,Food,Meat,Processed meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Bologna Food Meat Processed meat,569,TRUE,
food_meat_deli_meat,Deli meat,Food,Meat,Processed meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Deli meat Food Meat Processed meat,570,TRUE,
food_meat_smoked_meat,Smoked meat,Food,Meat,Processed meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Smoked meat Food Meat Processed meat,571,TRUE,
food_meat_cured_meat,Cured meat,Food,Meat,Processed meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Cured meat Food Meat Processed meat,572,TRUE,
food_meat_meatballs,Meatballs,Food,Meat,Processed meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Meatballs Food Meat Processed meat,573,TRUE,
food_meat_meat_loaf,Meat loaf,Food,Meat,Processed meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Meat loaf Food Meat Processed meat,574,TRUE,
food_meat_pate,Pate,Food,Meat,Processed meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Pate Food Meat Processed meat,575,TRUE,
food_meat_luncheon_meat,Luncheon meat,Food,Meat,Processed meat,specific,food_meat_meat,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Luncheon meat Food Meat Processed meat,576,TRUE,
food_poultry_poultry,Poultry,Food,Poultry,General,general,,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Poultry Food Poultry General,577,TRUE,General option remains selectable when the user does not want to choose a specific item.
food_poultry_chicken,Chicken,Food,Poultry,Chicken,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Chicken Food Poultry Chicken,578,TRUE,
food_poultry_chicken_breast,Chicken breast,Food,Poultry,Chicken,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Chicken breast Food Poultry Chicken,579,TRUE,
food_poultry_chicken_thigh,Chicken thigh,Food,Poultry,Chicken,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Chicken thigh Food Poultry Chicken,580,TRUE,
food_poultry_chicken_leg,Chicken leg,Food,Poultry,Chicken,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Chicken leg Food Poultry Chicken,581,TRUE,
food_poultry_chicken_wing,Chicken wing,Food,Poultry,Chicken,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Chicken wing Food Poultry Chicken,582,TRUE,
food_poultry_chicken_drumstick,Chicken drumstick,Food,Poultry,Chicken,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Chicken drumstick Food Poultry Chicken,583,TRUE,
food_poultry_ground_chicken,Ground chicken,Food,Poultry,Chicken,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Ground chicken Food Poultry Chicken,584,TRUE,
food_poultry_roast_chicken,Roast chicken,Food,Poultry,Chicken,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Roast chicken Food Poultry Chicken,585,TRUE,
food_poultry_grilled_chicken,Grilled chicken,Food,Poultry,Chicken,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Grilled chicken Food Poultry Chicken,586,TRUE,
food_poultry_fried_chicken,Fried chicken,Food,Poultry,Chicken,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Fried chicken Food Poultry Chicken,587,TRUE,
food_poultry_chicken_nuggets,Chicken nuggets,Food,Poultry,Chicken,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Chicken nuggets Food Poultry Chicken,588,TRUE,
food_poultry_chicken_tenders,Chicken tenders,Food,Poultry,Chicken,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Chicken tenders Food Poultry Chicken,589,TRUE,
food_poultry_chicken_burger,Chicken burger,Food,Poultry,Chicken,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Chicken burger Food Poultry Chicken,590,TRUE,
food_poultry_chicken_sausage,Chicken sausage,Food,Poultry,Chicken,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Chicken sausage Food Poultry Chicken,591,TRUE,
food_poultry_chicken_liver,Chicken liver,Food,Poultry,Chicken,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Chicken liver Food Poultry Chicken,592,TRUE,
food_poultry_chicken_skin,Chicken skin,Food,Poultry,Chicken,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Chicken skin Food Poultry Chicken,593,TRUE,
food_poultry_turkey,Turkey,Food,Poultry,Other poultry,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Turkey Food Poultry Other poultry,594,TRUE,
food_poultry_turkey_breast,Turkey breast,Food,Poultry,Other poultry,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Turkey breast Food Poultry Other poultry,595,TRUE,
food_poultry_ground_turkey,Ground turkey,Food,Poultry,Other poultry,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Ground turkey Food Poultry Other poultry,596,TRUE,
food_poultry_turkey_bacon,Turkey bacon,Food,Poultry,Other poultry,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Turkey bacon Food Poultry Other poultry,597,TRUE,
food_poultry_turkey_sausage,Turkey sausage,Food,Poultry,Other poultry,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Turkey sausage Food Poultry Other poultry,598,TRUE,
food_poultry_duck,Duck,Food,Poultry,Other poultry,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Duck Food Poultry Other poultry,599,TRUE,
food_poultry_duck_breast,Duck breast,Food,Poultry,Other poultry,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Duck breast Food Poultry Other poultry,600,TRUE,
food_poultry_roast_duck,Roast duck,Food,Poultry,Other poultry,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Roast duck Food Poultry Other poultry,601,TRUE,
food_poultry_goose,Goose,Food,Poultry,Other poultry,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Goose Food Poultry Other poultry,602,TRUE,
food_poultry_quail,Quail,Food,Poultry,Other poultry,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Quail Food Poultry Other poultry,603,TRUE,
food_poultry_pigeon,Pigeon,Food,Poultry,Other poultry,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Pigeon Food Poultry Other poultry,604,TRUE,
food_poultry_guinea_fowl,Guinea fowl,Food,Poultry,Other poultry,specific,food_poultry_poultry,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Guinea fowl Food Poultry Other poultry,605,TRUE,
food_seafood_seafood,Seafood,Food,Seafood,General,general,,TRUE,,serving,serving|piece|g|kg|oz|cup|tbsp|tsp|slice|bowl|plate|pack,FALSE,Seafood Food Seafood General,606,TRUE,General option remains selectable when the user does not want to choose a specific item.
